Area,Locality,Age,Crime ratio,Nitrogen/CO2 percentage,Adult to Children ratio,Earthquake zone,Government projects,Natural calamities,Rental / Monthly commercial income,ROI,Trend of property cost,Reputation of property developer,Current pricing,Scalable property
7529,Village C,23,0.73,24.26,8.47,Moderate risk zone,Expansion of public transportation system,TRUE,5334.79,89.45,Stable,Average,921569.75,FALSE
2451,Urban Area H,20,0.34,70.18,9.5,Moderate risk zone,Infrastructure development in rural areas,TRUE,9328.42,57.28,Increasing,Terrible,770397.48,TRUE
6404,Urban Area H,46,0.9,45.43,9.4,Moderate risk zone,Infrastructure development in rural areas,TRUE,169.46,89.98,Decreasing,Terrible,146700.71,FALSE
1753,Urban Area H,41,0.03,18.1,7.31,Low risk zone,Expansion of public transportation system,TRUE,5275.32,32.2,Stable,Poor,674260.33,FALSE
8946,Countryside I,32,0.77,96.26,0.65,High risk zone,Renovation of public parks,FALSE,2208.98,51.08,Stable,Good,945792.75,FALSE
3852,Town B,49,0.61,37.61,5.66,High risk zone,Expansion of public transportation system,FALSE,6257.64,55.53,Increasing,Good,467508.75,TRUE
6755,Neighborhood F,12,0.75,71.75,2.99,Moderate risk zone,Renovation of public parks,FALSE,2692.71,92.61,Decreasing,Poor,847562.38,FALSE
5624,Urban Area H,41,0.65,8.77,8.26,Low risk zone,Renovation of public parks,FALSE,3937.71,95.32,Increasing,Terrible,607678.69,TRUE
3280,Village C,10,0.02,73.35,0.18,High risk zone,Renovation of public parks,TRUE,3368.85,91.71,Stable,Poor,844191.93,TRUE
3199,Village C,37,0.49,59.88,3.34,Moderate risk zone,Infrastructure development in rural areas,TRUE,6305.41,90.89,Increasing,Excellent,58746.86,TRUE
9529,Town B,25,0.44,26.16,8.55,Moderate risk zone,Infrastructure development in rural areas,FALSE,4374.05,76.87,Decreasing,Good,832095.4,TRUE
8723,Town B,46,0.94,58.72,2.63,High risk zone,Renovation of public parks,FALSE,4524.23,1.14,Decreasing,Excellent,920737.26,FALSE
6849,Village C,23,0.08,75.11,6.22,High risk zone,Construction of new schools,FALSE,8672.17,68.02,Decreasing,Good,906464.53,TRUE
3117,Hamlet E,21,0.38,57,5.59,Moderate risk zone,Construction of new schools,TRUE,8074.83,55.7,Increasing,Good,498580.18,TRUE
8623,Town B,41,0.49,21.45,3.67,High risk zone,Expansion of public transportation system,FALSE,4019.74,50.14,Stable,Poor,44176.21,TRUE
8584,Countryside I,32,0.08,14.87,1.96,Moderate risk zone,Renovation of public parks,TRUE,8165.74,45.54,Increasing,Average,190208.27,FALSE
8240,Village C,33,0.41,67.77,3.09,Low risk zone,Renovation of public parks,TRUE,4254.55,29.66,Stable,Good,559315.02,TRUE
8856,Hamlet E,12,0.83,98.33,9.91,Moderate risk zone,Renovation of public parks,FALSE,479.32,20.73,Decreasing,Terrible,233796.97,FALSE
3561,Suburb D,29,0.79,51.83,3.13,Low risk zone,Renovation of public parks,FALSE,4830.7,97.43,Stable,Terrible,745148.64,FALSE
5198,Town B,42,0.22,5.84,6.56,High risk zone,Renovation of public parks,FALSE,8056.68,5.45,Increasing,Average,219322.32,TRUE
5237,City A,17,0.45,48.24,8.65,Moderate risk zone,Renovation of public parks,FALSE,4908.5,39.48,Stable,Excellent,10594.77,FALSE
6778,Town B,12,0.15,82.27,0.41,High risk zone,Renovation of public parks,FALSE,6953.33,56.11,Increasing,Poor,55187.96,FALSE
6929,Neighborhood F,17,0.71,82.41,5.91,High risk zone,Expansion of public transportation system,FALSE,2126.81,21.73,Stable,Good,230286.82,FALSE
7993,Coastal Area J,19,0.31,60.1,1.47,High risk zone,Renovation of public parks,TRUE,2608.86,28.35,Decreasing,Average,807626.56,TRUE
4042,Town B,49,0.87,15.63,4.25,Moderate risk zone,Expansion of public transportation system,TRUE,3017.94,98.43,Decreasing,Poor,852795.85,FALSE
3657,Town B,41,0.62,10.43,9.3,Moderate risk zone,Infrastructure development in rural areas,FALSE,3125.62,61.36,Stable,Good,430178.08,TRUE
1450,Town B,19,0.37,67.89,4.67,Moderate risk zone,Infrastructure development in rural areas,FALSE,9297.16,22.37,Decreasing,Poor,349738.43,FALSE
7596,Countryside I,12,0.01,92.56,4.31,High risk zone,Renovation of public parks,TRUE,29.51,62.27,Stable,Good,221840.78,FALSE
2768,Hamlet E,12,0.7,43.8,7.58,Low risk zone,Renovation of public parks,TRUE,9319.14,22.75,Decreasing,Poor,435450.92,FALSE
5771,Village C,45,0.15,56.9,6.76,High risk zone,Expansion of public transportation system,FALSE,7714.24,55.25,Increasing,Average,229148.78,FALSE
3368,Rural Area G,15,0.19,52.75,1.32,High risk zone,Expansion of public transportation system,FALSE,6152.54,8.82,Increasing,Terrible,633462.49,TRUE
6766,Hamlet E,22,0.44,45.76,8.93,Low risk zone,Infrastructure development in rural areas,FALSE,9209.94,54.07,Stable,Good,60273.58,TRUE
3372,Neighborhood F,7,0.55,76.74,6.85,High risk zone,Renovation of public parks,FALSE,3314.22,81.55,Decreasing,Excellent,796103.06,TRUE
7300,Town B,37,0.52,12.82,8.74,Moderate risk zone,Expansion of public transportation system,TRUE,1194.21,20.55,Decreasing,Good,155441.2,FALSE
3225,Coastal Area J,48,0.17,23.59,5.73,Moderate risk zone,Construction of new schools,FALSE,2360.28,56.76,Stable,Average,777158.21,TRUE
4601,Urban Area H,5,0.8,94.25,2.4,High risk zone,Infrastructure development in rural areas,FALSE,1998.46,19.09,Increasing,Terrible,864988.14,FALSE
2873,Town B,40,0.61,67.23,4.82,Moderate risk zone,Expansion of public transportation system,FALSE,4226.56,25.45,Decreasing,Terrible,427772,TRUE
6546,Hamlet E,28,0.63,63.83,0.44,Moderate risk zone,Infrastructure development in rural areas,TRUE,5028.93,56.17,Decreasing,Excellent,20183.72,FALSE
9370,Countryside I,4,0.59,90.8,7.51,High risk zone,Renovation of public parks,FALSE,7535.86,7.69,Stable,Good,306990.36,TRUE
6460,Coastal Area J,34,0.51,46.62,5.5,Low risk zone,Expansion of public transportation system,TRUE,4472.52,63.4,Stable,Poor,872165.99,TRUE
8912,City A,16,0.1,74.55,9.38,High risk zone,Expansion of public transportation system,FALSE,7926.49,63.75,Increasing,Good,983549.73,TRUE
2094,Village C,16,0.81,44.89,5.23,High risk zone,Renovation of public parks,TRUE,7567.8,81.72,Decreasing,Poor,941171.17,FALSE
4473,Village C,6,0.62,12.22,8.5,Moderate risk zone,Infrastructure development in rural areas,FALSE,5480.04,42.14,Decreasing,Terrible,459726.53,TRUE
7103,Hamlet E,2,0.57,59.08,5.49,High risk zone,Infrastructure development in rural areas,FALSE,4703.61,13.19,Decreasing,Excellent,894958.49,FALSE
5172,Coastal Area J,24,0.85,83.89,5.53,Moderate risk zone,Construction of new schools,TRUE,9198.47,85.72,Stable,Good,331197.05,TRUE
9887,Hamlet E,28,1,93.91,8.75,High risk zone,Infrastructure development in rural areas,TRUE,8874.09,1.29,Increasing,Poor,15748.97,TRUE
9609,Suburb D,20,0.48,57.41,3.19,High risk zone,Renovation of public parks,TRUE,6658.24,31.17,Increasing,Terrible,134170.84,TRUE
9360,Village C,12,0.38,44.1,9.68,Low risk zone,Expansion of public transportation system,TRUE,3426.87,17.66,Decreasing,Terrible,474321.22,TRUE
4261,Rural Area G,43,0.02,79.53,3.72,High risk zone,Renovation of public parks,FALSE,5785.68,13.15,Stable,Good,678583.33,FALSE
2193,Coastal Area J,31,0.65,89.87,7.67,Low risk zone,Construction of new schools,TRUE,8055.56,17.34,Decreasing,Average,244053.12,FALSE
8097,Coastal Area J,12,0.64,12.79,2.68,High risk zone,Construction of new schools,TRUE,4914.27,37.25,Stable,Good,571580.73,TRUE
8377,Neighborhood F,37,0.71,7.61,6.69,High risk zone,Infrastructure development in rural areas,FALSE,486.42,48.94,Decreasing,Good,188783.79,TRUE
7244,Town B,50,0.36,3.83,6.9,High risk zone,Expansion of public transportation system,TRUE,7603.07,35.2,Increasing,Poor,764602.21,TRUE
6586,Coastal Area J,45,0.17,8.43,6.54,High risk zone,Construction of new schools,TRUE,8483.59,74.64,Stable,Poor,289971.77,FALSE
8160,Town B,29,0.82,3.37,3.93,Moderate risk zone,Infrastructure development in rural areas,TRUE,7916.96,1.03,Increasing,Excellent,333506.88,FALSE
7811,Urban Area H,38,0.28,3.61,5.76,Moderate risk zone,Expansion of public transportation system,FALSE,5361.23,69.87,Decreasing,Poor,46403.37,FALSE
7360,Hamlet E,35,0.05,84.24,5.14,Low risk zone,Renovation of public parks,FALSE,5231.26,79.78,Increasing,Terrible,877640.36,FALSE
5196,Neighborhood F,41,0.77,30.04,0.82,Low risk zone,Infrastructure development in rural areas,FALSE,5162.54,61.06,Stable,Average,448850.2,TRUE
9002,Hamlet E,38,0.78,67.68,9.7,Moderate risk zone,Construction of new schools,TRUE,2861.22,77.28,Increasing,Average,377905.01,FALSE
2549,Neighborhood F,28,0.87,61.07,0.46,High risk zone,Infrastructure development in rural areas,TRUE,8804.91,50.5,Stable,Terrible,566448.52,FALSE
2804,Town B,2,0.68,27.05,2.01,Moderate risk zone,Infrastructure development in rural areas,TRUE,199.8,71.5,Increasing,Good,16578.77,FALSE
7533,Rural Area G,41,1,10.72,7.55,Low risk zone,Construction of new schools,TRUE,6825.37,38.67,Increasing,Excellent,263439.14,FALSE
5388,Village C,33,0.16,65.79,4.41,Moderate risk zone,Renovation of public parks,FALSE,9757.66,4.54,Decreasing,Terrible,674003.67,TRUE
1165,Village C,44,0.25,82.66,2.75,Low risk zone,Infrastructure development in rural areas,FALSE,3512.06,47.4,Increasing,Good,669576.9,FALSE
4036,Village C,22,0.02,41,5.34,Low risk zone,Construction of new schools,FALSE,7642.19,64.95,Increasing,Poor,236819.24,TRUE
2530,Town B,2,0.83,7.01,6.28,Moderate risk zone,Expansion of public transportation system,FALSE,4648.34,55.61,Stable,Excellent,483901.87,TRUE
8236,Suburb D,14,0.68,22.43,1.53,Low risk zone,Construction of new schools,FALSE,8352.21,65.65,Increasing,Average,227109.72,FALSE
9948,Coastal Area J,29,0.18,42.66,5.21,Low risk zone,Renovation of public parks,FALSE,159.96,61.74,Stable,Terrible,50770.11,FALSE
9969,Hamlet E,19,0.98,30.39,1.98,Low risk zone,Infrastructure development in rural areas,TRUE,8727.66,84.07,Increasing,Good,647861.47,TRUE
9353,Coastal Area J,32,0.63,22.94,3.06,High risk zone,Infrastructure development in rural areas,FALSE,5136.33,24.78,Stable,Good,654700.76,TRUE
8705,Suburb D,12,0.29,0.12,2.25,Moderate risk zone,Renovation of public parks,TRUE,3107.03,18.67,Decreasing,Excellent,389958.72,FALSE
8091,Countryside I,3,0.51,44.28,5.34,Moderate risk zone,Renovation of public parks,TRUE,8073.88,35.46,Decreasing,Terrible,969278.67,TRUE
2152,Village C,15,0.28,66.94,8.55,Moderate risk zone,Renovation of public parks,FALSE,4738.15,32.03,Stable,Excellent,118606.03,TRUE
9511,Neighborhood F,4,0.41,94.05,8.55,High risk zone,Infrastructure development in rural areas,FALSE,5055.16,20.01,Decreasing,Average,754219.73,TRUE
5850,Hamlet E,31,0.32,19.13,9.02,Low risk zone,Renovation of public parks,TRUE,3315.12,25.02,Decreasing,Poor,769564.95,TRUE
6439,Urban Area H,47,0.55,74.68,2.02,High risk zone,Expansion of public transportation system,FALSE,3542.48,74.9,Stable,Good,937785.25,FALSE
6822,Rural Area G,50,0.6,92.35,8.62,Moderate risk zone,Construction of new schools,FALSE,5580.38,99.7,Stable,Terrible,336565.6,FALSE
7358,Neighborhood F,29,0.64,84.96,3.51,Low risk zone,Infrastructure development in rural areas,TRUE,1070.68,82.7,Decreasing,Good,623661.15,TRUE
4617,Town B,23,0.82,66.57,0.09,High risk zone,Expansion of public transportation system,TRUE,5135.93,50.84,Stable,Excellent,797079.74,TRUE
6708,Countryside I,3,0.75,9.45,7.51,Moderate risk zone,Infrastructure development in rural areas,TRUE,9288.74,19.27,Stable,Poor,407942.65,TRUE
8569,Suburb D,3,0.56,21.14,7.05,Moderate risk zone,Renovation of public parks,TRUE,4266.41,27.9,Decreasing,Terrible,139955.65,TRUE
3336,Countryside I,48,0.39,99.55,2.11,Low risk zone,Construction of new schools,FALSE,1779.72,25.67,Decreasing,Average,524956.79,TRUE
6365,Neighborhood F,33,0.4,9.27,5.27,High risk zone,Expansion of public transportation system,TRUE,6405.2,62.49,Increasing,Good,982502.81,TRUE
2825,Town B,37,0.48,76.84,5.2,Low risk zone,Construction of new schools,FALSE,7154.97,5.41,Decreasing,Terrible,869771.09,TRUE
8731,City A,39,0.99,82.62,4.01,High risk zone,Renovation of public parks,FALSE,2431.64,76.93,Increasing,Good,995343.59,FALSE
8901,Village C,29,0.98,9.8,4.03,Moderate risk zone,Renovation of public parks,FALSE,6218.23,78.78,Decreasing,Excellent,604494.17,FALSE
5397,Town B,36,0.64,9.09,1.93,Low risk zone,Construction of new schools,FALSE,5477.22,62.27,Stable,Good,553486.74,FALSE
9148,Urban Area H,49,0.31,17.08,8.62,Low risk zone,Expansion of public transportation system,TRUE,1230.53,35.13,Decreasing,Excellent,827602.65,FALSE
2793,Countryside I,49,0.57,43.59,5.9,Moderate risk zone,Infrastructure development in rural areas,FALSE,5605.77,10.28,Increasing,Terrible,316449.39,TRUE
1938,Countryside I,30,0,84.24,3.63,Low risk zone,Expansion of public transportation system,FALSE,7514.52,89.05,Stable,Poor,507739.18,FALSE
3949,Hamlet E,23,0.02,91.16,7.92,High risk zone,Infrastructure development in rural areas,TRUE,3777.48,26.78,Decreasing,Excellent,173985.09,FALSE
8431,Neighborhood F,3,0.16,13.43,4.64,Moderate risk zone,Construction of new schools,FALSE,7614.24,2.4,Decreasing,Excellent,706903.48,FALSE
4744,Hamlet E,28,0.32,45.78,2.89,Low risk zone,Renovation of public parks,FALSE,820.77,97.57,Increasing,Excellent,727204.14,FALSE
9524,Hamlet E,23,0.15,40.05,2.85,Moderate risk zone,Construction of new schools,FALSE,2009.97,19.58,Increasing,Terrible,693995.81,TRUE
1344,Village C,11,0.82,86.91,0.5,Moderate risk zone,Renovation of public parks,FALSE,5243.03,23,Decreasing,Average,50848.9,FALSE
5655,Town B,31,0.58,14.86,8.42,Moderate risk zone,Renovation of public parks,TRUE,556.81,64.01,Stable,Excellent,68682.04,FALSE
9235,Town B,19,0.63,39.62,10,Low risk zone,Renovation of public parks,FALSE,3681.2,87.29,Stable,Good,393691.28,TRUE
9333,Coastal Area J,17,0.54,12.45,1.33,Low risk zone,Renovation of public parks,TRUE,8244.33,9.63,Stable,Good,256149.78,TRUE
7823,Rural Area G,50,0.86,66.17,0.14,Moderate risk zone,Construction of new schools,TRUE,5674.3,81.98,Decreasing,Good,996820.5,TRUE
1924,City A,1,0.81,72.17,5.41,Low risk zone,Expansion of public transportation system,TRUE,4482.83,96.55,Decreasing,Excellent,534231.56,FALSE
7439,Countryside I,34,0.92,67.13,4.82,Moderate risk zone,Renovation of public parks,TRUE,3649.73,50.95,Decreasing,Average,366166.43,FALSE
9828,Urban Area H,29,0.75,74.51,1.96,High risk zone,Expansion of public transportation system,TRUE,9314.43,94.53,Decreasing,Terrible,855775.07,TRUE
5332,Neighborhood F,10,0.47,7.06,2.69,Low risk zone,Infrastructure development in rural areas,FALSE,5454.46,95.53,Increasing,Poor,366293.43,TRUE
8113,Town B,11,0.49,89.89,7.33,Low risk zone,Expansion of public transportation system,FALSE,4862.88,67.87,Stable,Good,17860.95,FALSE
1742,Countryside I,35,0.02,48.88,0.77,Low risk zone,Infrastructure development in rural areas,TRUE,6287.73,98.92,Decreasing,Poor,313787.14,FALSE
2081,City A,31,0.68,80.17,5.36,Low risk zone,Infrastructure development in rural areas,FALSE,1670.79,23.37,Decreasing,Terrible,860602.34,TRUE
1952,Town B,11,0.22,20.68,4.49,Low risk zone,Infrastructure development in rural areas,FALSE,1609.91,10.12,Stable,Average,129393.78,TRUE
2559,Neighborhood F,24,0.34,7.63,6.6,Low risk zone,Construction of new schools,FALSE,3378.65,39.88,Increasing,Good,409149.93,TRUE
6242,Hamlet E,37,0.65,48.51,3.09,Moderate risk zone,Infrastructure development in rural areas,FALSE,6745.74,42.5,Stable,Average,727929.12,FALSE
1928,Town B,13,0.63,22.2,6.02,Low risk zone,Renovation of public parks,FALSE,6386.09,16.66,Stable,Excellent,308686.37,FALSE
7250,City A,39,0.65,3.23,4.46,High risk zone,Infrastructure development in rural areas,TRUE,2776.99,60.03,Increasing,Average,937181.35,TRUE
1324,City A,46,0.75,84.54,9.09,High risk zone,Renovation of public parks,TRUE,1346.52,50.07,Stable,Excellent,797436.35,TRUE
5133,Countryside I,46,0.41,74.19,8.9,Moderate risk zone,Expansion of public transportation system,FALSE,4845.37,53.44,Stable,Terrible,260324.34,FALSE
8408,Suburb D,34,0.63,25.26,9.67,High risk zone,Expansion of public transportation system,TRUE,4071.81,92.31,Decreasing,Poor,626049.71,TRUE
3066,Countryside I,12,1,80.38,9.67,High risk zone,Infrastructure development in rural areas,TRUE,7272.21,14.36,Decreasing,Excellent,715510.28,FALSE
1600,Suburb D,48,0.03,35.86,8.88,Low risk zone,Expansion of public transportation system,FALSE,9247.11,60.38,Stable,Excellent,308198.09,FALSE
6658,Urban Area H,25,0.75,47.61,3.89,Low risk zone,Construction of new schools,TRUE,3693.7,38.31,Decreasing,Terrible,999270.03,FALSE
7873,Rural Area G,44,0.42,31.93,1.15,Low risk zone,Expansion of public transportation system,FALSE,1069.8,2.14,Increasing,Poor,253116.56,FALSE
8961,Town B,17,0.09,96.06,0.11,Moderate risk zone,Expansion of public transportation system,TRUE,6411.78,94.08,Increasing,Poor,253806.5,TRUE
9092,Suburb D,37,0.17,53.04,6.99,Low risk zone,Construction of new schools,FALSE,6122.15,8.35,Stable,Average,396474.29,FALSE
1741,Village C,40,0.7,70.85,7.94,Moderate risk zone,Renovation of public parks,TRUE,4740.46,19.64,Increasing,Excellent,298686.08,FALSE
6424,Suburb D,22,0.37,83.17,9.15,Moderate risk zone,Renovation of public parks,FALSE,1102.43,79.27,Decreasing,Average,196550.11,FALSE
1029,Town B,6,0.25,67.94,0.65,Moderate risk zone,Infrastructure development in rural areas,FALSE,1356.27,10.55,Stable,Good,713181.28,FALSE
8978,Village C,25,0.74,32.71,5.94,Low risk zone,Renovation of public parks,TRUE,7110.58,58.75,Decreasing,Good,349883.37,FALSE
7830,Urban Area H,10,0.61,36.11,3.67,Low risk zone,Renovation of public parks,FALSE,9705.69,98.38,Increasing,Excellent,919605.99,TRUE
4022,Coastal Area J,48,0.17,0.43,1.31,Low risk zone,Infrastructure development in rural areas,TRUE,7682.46,23.13,Increasing,Terrible,45176.26,TRUE
3418,Countryside I,10,0.79,72.89,4.41,Moderate risk zone,Infrastructure development in rural areas,TRUE,5684.93,92.25,Stable,Poor,431926.61,TRUE
9786,Town B,46,0.89,93.44,9.27,High risk zone,Expansion of public transportation system,FALSE,4994.87,31.98,Stable,Good,966370.73,TRUE
1783,Suburb D,26,0.52,77.76,0.89,Low risk zone,Expansion of public transportation system,TRUE,3790.45,99.4,Decreasing,Poor,790932.22,TRUE
7486,Hamlet E,30,0.64,33.61,7.64,Moderate risk zone,Expansion of public transportation system,TRUE,8142.46,37.32,Stable,Poor,56841.96,FALSE
9480,City A,3,0.09,94.81,3.2,Moderate risk zone,Expansion of public transportation system,FALSE,6301.97,97.46,Decreasing,Poor,608969.42,FALSE
8256,Hamlet E,13,0.19,9.88,2.2,High risk zone,Infrastructure development in rural areas,FALSE,1983.07,32.58,Stable,Poor,51395.86,FALSE
3358,Village C,45,0.8,99.32,2.08,Low risk zone,Infrastructure development in rural areas,FALSE,8368.15,41.15,Stable,Terrible,576992.81,FALSE
3852,Suburb D,38,0.89,89.42,8.08,Low risk zone,Expansion of public transportation system,TRUE,4650.01,10.48,Stable,Good,341314.84,TRUE
5036,Coastal Area J,14,0.55,5.57,5.69,Moderate risk zone,Construction of new schools,TRUE,4468.47,75.96,Increasing,Excellent,420378.71,TRUE
5181,Village C,48,0.53,26.93,6.63,Low risk zone,Construction of new schools,FALSE,9440.16,66.94,Decreasing,Average,266909.75,TRUE
2452,Village C,29,0.8,3.3,5.62,High risk zone,Expansion of public transportation system,TRUE,7776.28,43.85,Stable,Terrible,898636.04,TRUE
4073,Rural Area G,18,0.48,95.57,4.82,Moderate risk zone,Renovation of public parks,FALSE,6303.81,1.85,Decreasing,Terrible,864005.85,TRUE
4432,Coastal Area J,49,0.75,32.84,6.11,Low risk zone,Renovation of public parks,FALSE,3269.86,84.83,Stable,Excellent,933516.94,TRUE
5672,Town B,44,0.45,45.83,9.71,Low risk zone,Construction of new schools,TRUE,6423.94,12.36,Stable,Terrible,796327.69,FALSE
4525,Countryside I,20,0.28,53.64,0.9,Moderate risk zone,Expansion of public transportation system,TRUE,9696.16,55.58,Stable,Average,175712.02,FALSE
9759,Suburb D,14,0.28,38.92,6.93,High risk zone,Construction of new schools,FALSE,8019.2,77.36,Increasing,Good,994837.22,FALSE
5087,Urban Area H,30,0.31,46.75,7.44,Moderate risk zone,Expansion of public transportation system,FALSE,6456.42,72.96,Stable,Terrible,132728.4,FALSE
3647,Rural Area G,22,0.8,70.29,6.25,High risk zone,Construction of new schools,TRUE,4927.83,11.41,Increasing,Terrible,318616.74,TRUE
8170,Coastal Area J,43,0.81,46.4,5.57,High risk zone,Infrastructure development in rural areas,TRUE,6190.78,96.62,Decreasing,Poor,578304.85,FALSE
2815,Neighborhood F,39,0.39,16.32,1.97,Moderate risk zone,Construction of new schools,FALSE,591.12,74.81,Stable,Good,891954.43,FALSE
1602,Town B,18,0.66,39.63,4.07,Moderate risk zone,Expansion of public transportation system,TRUE,839.09,84.49,Decreasing,Good,646226.33,TRUE
2666,City A,22,0.34,57.1,4.86,High risk zone,Expansion of public transportation system,FALSE,4144,14.45,Increasing,Average,484035.91,FALSE
5923,Urban Area H,8,0.08,96.34,1.85,High risk zone,Expansion of public transportation system,TRUE,9729.54,31.37,Increasing,Poor,60986.85,FALSE
7605,City A,34,0.38,71.01,8.19,High risk zone,Infrastructure development in rural areas,FALSE,2291.34,19.21,Decreasing,Good,489545.95,FALSE
8405,Countryside I,21,0.54,56.48,6.38,Low risk zone,Infrastructure development in rural areas,FALSE,4030.98,56.09,Decreasing,Excellent,919310.53,FALSE
1161,Rural Area G,15,0.12,12.74,5.11,Low risk zone,Infrastructure development in rural areas,FALSE,2046.88,67.32,Stable,Good,656767.28,TRUE
9088,Village C,45,0.97,58.55,0.67,High risk zone,Expansion of public transportation system,FALSE,6954.49,48.5,Decreasing,Poor,297965.75,TRUE
3667,Neighborhood F,31,0.17,92.83,6.43,Low risk zone,Infrastructure development in rural areas,FALSE,4172.59,52.76,Stable,Average,246519.06,TRUE
9627,Neighborhood F,40,0.23,96.01,2.58,Low risk zone,Infrastructure development in rural areas,FALSE,7032.94,34.6,Stable,Poor,411442.93,FALSE
8962,Suburb D,30,0.2,36.49,6,Low risk zone,Infrastructure development in rural areas,TRUE,7835.52,32.02,Increasing,Excellent,279162.3,TRUE
6568,Urban Area H,22,0.67,77.44,4.27,Moderate risk zone,Infrastructure development in rural areas,FALSE,1606.51,50.88,Decreasing,Good,105660.38,FALSE
8242,Neighborhood F,23,0.47,55.18,8.39,Low risk zone,Renovation of public parks,FALSE,2932.92,43.99,Stable,Poor,415794.17,TRUE
5195,Neighborhood F,41,0.56,84.1,4.12,Low risk zone,Construction of new schools,FALSE,3879.35,70.28,Decreasing,Good,764430.37,FALSE
2637,Countryside I,10,0.34,41.76,2.21,Moderate risk zone,Construction of new schools,FALSE,6918.53,15.37,Decreasing,Poor,297842.44,FALSE
2963,Suburb D,23,0.26,44.21,6.52,Moderate risk zone,Infrastructure development in rural areas,TRUE,5179.12,35.75,Stable,Good,738327.8,FALSE
2322,Countryside I,22,0.94,35.27,8.07,Moderate risk zone,Expansion of public transportation system,FALSE,5408.15,36.51,Stable,Poor,130914.39,TRUE
4941,Town B,14,0.49,78.18,6.66,Low risk zone,Construction of new schools,TRUE,9641.62,95.64,Increasing,Poor,516181.62,FALSE
6878,City A,13,0.65,12.16,4.21,Low risk zone,Infrastructure development in rural areas,FALSE,5285.85,83.43,Decreasing,Poor,947246.31,TRUE
2765,Suburb D,49,0.86,34.97,4.38,Moderate risk zone,Construction of new schools,TRUE,7202.53,13.17,Increasing,Poor,259614.34,TRUE
2692,City A,14,0.33,62.74,2.07,Moderate risk zone,Infrastructure development in rural areas,FALSE,6006.14,96.59,Increasing,Average,942518.21,FALSE
5535,Neighborhood F,30,0.17,50.01,8.11,Moderate risk zone,Expansion of public transportation system,FALSE,4570.68,27.6,Increasing,Excellent,461458.49,FALSE
4857,Rural Area G,13,0.38,17.49,6.52,High risk zone,Renovation of public parks,TRUE,7322.3,30.58,Stable,Average,489386.97,FALSE
7011,Countryside I,34,0.52,94.18,7.75,Low risk zone,Expansion of public transportation system,FALSE,3060.17,19.18,Stable,Good,813221.42,TRUE
3660,Suburb D,9,0.81,31.47,7.26,High risk zone,Construction of new schools,TRUE,2844.22,18.52,Decreasing,Average,26203.89,FALSE
1160,City A,3,0.5,29.62,6.71,Moderate risk zone,Infrastructure development in rural areas,TRUE,7005.38,63.6,Decreasing,Poor,725632.89,FALSE
1246,Urban Area H,6,0.17,67.12,8.26,Low risk zone,Infrastructure development in rural areas,TRUE,1124.84,47.1,Increasing,Average,750776.63,TRUE
5303,Countryside I,43,0.16,79.38,0.01,Low risk zone,Construction of new schools,FALSE,397.22,90.3,Decreasing,Poor,503141.99,TRUE
4302,Neighborhood F,36,0.04,1.4,0.96,Moderate risk zone,Renovation of public parks,TRUE,1649.49,25.26,Increasing,Excellent,992842.59,FALSE
9321,Countryside I,37,0.67,62.35,2.9,Moderate risk zone,Construction of new schools,FALSE,8437.2,51.02,Decreasing,Excellent,464463.5,TRUE
8886,Neighborhood F,8,0.81,8.18,1.74,Low risk zone,Renovation of public parks,FALSE,9221.44,99.65,Decreasing,Poor,430218.43,FALSE
4376,City A,11,0.7,32.91,4.51,Moderate risk zone,Expansion of public transportation system,TRUE,402.03,6.82,Decreasing,Terrible,504899.4,TRUE
9206,Countryside I,28,0.79,56.76,8.8,Moderate risk zone,Infrastructure development in rural areas,FALSE,7825.17,24.61,Increasing,Average,762405.6,FALSE
5557,City A,25,0.17,72.91,1.06,Moderate risk zone,Infrastructure development in rural areas,TRUE,9221.41,66.15,Decreasing,Good,839960.62,TRUE
1963,Neighborhood F,13,0.04,1.27,9.44,Low risk zone,Expansion of public transportation system,TRUE,7739.28,40.34,Stable,Average,840183.08,FALSE
8212,Suburb D,4,0.16,39.14,9.95,High risk zone,Renovation of public parks,FALSE,869.07,66.67,Decreasing,Excellent,578459.49,FALSE
9150,Coastal Area J,33,0.3,41.24,3.82,High risk zone,Renovation of public parks,TRUE,386.93,22.12,Stable,Average,530244.6,TRUE
5714,Countryside I,44,0.85,97.38,0.14,High risk zone,Renovation of public parks,FALSE,14.67,39.15,Stable,Excellent,821079.25,FALSE
1276,Suburb D,43,0.89,36.1,9.17,Low risk zone,Expansion of public transportation system,FALSE,2134.99,23.9,Increasing,Good,30857.87,FALSE
4751,Neighborhood F,21,0.79,17.98,7.04,High risk zone,Infrastructure development in rural areas,FALSE,5949.06,47.96,Increasing,Average,579791.46,TRUE
3654,City A,36,0.72,50.24,1.3,High risk zone,Infrastructure development in rural areas,TRUE,7370.96,14.9,Increasing,Poor,788083.43,FALSE
3882,Coastal Area J,35,0.61,30.32,2.54,Low risk zone,Expansion of public transportation system,FALSE,787.34,19.59,Decreasing,Terrible,405605.24,FALSE
6407,Neighborhood F,17,0.51,3.2,2.62,High risk zone,Expansion of public transportation system,TRUE,5467.47,63.36,Increasing,Terrible,307077.26,TRUE
